LCCS,artificial,sol_nu_tot,bois_total,agricol_to,espace_ouv,eau_perman,layer,path
"195",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"190",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"195",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"100",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"135",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"70",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"110",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"135",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"195",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"195",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"100",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"30",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"100",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"100",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"61",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"110",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"190",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"110",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"100",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"190",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"195",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"110",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"30",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"40",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"110",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"190",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"100",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"195",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"130",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"100",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"90",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"10",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
"60",4.276,0.051,31.455,53.549,8.346,0.590,station_mont_panisel1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_mont_panisel.shp
